GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnNot,0,49,0,2,0,20,0,5,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnAvg,19,225,1,13,5,61,1,17,0,11
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnBaseUri,41,39,4,0,10,25,5,1,3,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,ArrayGet,0,96,0,0,0,30,0,4,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,MapEntry,0,64,0,0,0,24,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnRemove,0,83,0,4,0,31,0,5,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,ArrayReverse,0,49,0,0,0,21,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnResolveUri,118,55,16,0,31,35,12,1,4,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnDocumentUri,48,39,6,0,11,25,6,1,3,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,ArraySubarray,41,182,1,1,8,61,1,7,0,7
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnBoolean,0,118,0,18,0,38,0,14,0,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnFalse,0,19,0,0,0,11,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnTail,0,50,0,2,0,20,0,4,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,MapSize,3,40,0,0,1,17,1,2,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnEmpty,0,37,0,0,0,18,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,NumericFunction,43,43,4,0,12,20,4,4,2,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,ArrayHead,4,50,2,2,0,19,2,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnAbs,0,47,0,2,0,20,0,3,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnRound,0,109,0,4,0,48,0,5,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,MapContains,0,69,0,2,0,24,0,4,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnDoc,95,24,6,0,17,15,6,1,3,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,ArrayJoin,0,47,0,0,0,20,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnMinMax,19,210,5,15,2,70,6,14,1,9
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,ArrayRemove,4,117,1,3,0,34,1,8,0,7
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,DefaultFunctionLibrary,0,265,0,0,0,75,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnStartsWith,0,82,0,6,0,28,0,6,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,MapMerge.Duplicates,22,109,2,2,2,21,3,9,2,8
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnData,92,70,13,3,22,35,12,4,4,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnDocumentAvailable,121,24,10,0,27,15,8,1,3,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnPath,67,46,5,1,17,26,6,2,3,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnCount,0,37,0,0,0,18,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnSum,24,256,2,14,6,81,2,16,0,10
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnCompare,35,32,4,0,7,20,3,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,MapRemove,0,90,0,2,0,30,0,5,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,ArraySize,3,40,0,0,1,17,1,2,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,MapGet,0,71,0,2,0,25,0,4,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,MapKeys,0,45,0,0,0,19,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,ArrayAppend,0,66,0,0,0,27,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,MapFind,0,152,0,6,0,47,0,12,0,9
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,ArrayInsertBefore,0,99,0,0,0,35,0,4,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,MpRecurseDepth,106,55,0,0,19,35,5,1,5,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,CastFunction,25,44,2,0,7,21,2,4,1,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,MapPut,0,90,0,0,0,32,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,ArrayFlatten,0,60,0,2,0,24,0,6,0,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnStaticBaseUri,17,24,2,0,4,15,3,1,2,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,ArrayTail,0,43,0,0,0,18,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnExists,0,44,0,2,0,18,0,4,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function.library,FnInsertBefore,4,144,2,8,2,44,2,6,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,FunctionUtils,109,94,11,9,23,22,11,18,5,14
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,DocumentFunctionException,18,0,0,0,7,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,IArgument,0,4,0,0,0,1,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,Occurrence,76,106,7,5,15,23,8,8,3,7
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,ArgumentImpl,35,47,10,0,8,12,6,5,1,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,JsonFunctionException,18,0,0,0,7,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,ComparisonFunctions.Operator,0,39,0,0,0,7,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,OperationFunctions,641,265,91,33,142,67,94,18,36,14
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,FunctionService,57,75,3,1,10,20,4,9,2,9
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,IFunction.FunctionProperty,0,27,0,0,0,5,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,IArgument.Builder,18,64,1,1,5,17,3,8,2,8
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,ISequenceType,2,15,1,1,1,3,1,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,SequenceTypeImpl,42,60,11,1,11,15,9,5,3,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,InvalidArgumentFunctionException,7,11,0,0,3,4,2,2,2,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,InvalidTypeFunctionException,53,0,2,0,13,0,5,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,ComparisonFunctions,713,240,155,48,141,62,104,28,6,7
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,UriFunctionException,18,0,0,0,7,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,AbstractFunction,0,28,0,0,0,9,0,5,0,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,IFunction.Builder,36,186,4,6,8,50,7,19,3,18
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,InvalidValueForCastFunctionException,10,6,0,0,4,2,2,1,2,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,DefaultFunction.CallingContext,15,81,6,6,6,16,8,4,2,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,ISequenceType.new ISequenceType() {...},8,3,0,0,4,1,4,1,4,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,FunctionLibrary.NamedFunctionSet,0,52,2,6,0,12,2,6,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,ArithmeticFunctionException,18,0,0,0,7,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,DefaultFunction,125,253,25,25,21,61,19,19,1,12
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,FunctionLibrary,41,126,4,6,9,34,4,8,1,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,DateTimeFunctionException,18,0,0,0,7,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,IFunction,9,64,2,2,1,11,3,6,1,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.function,IFunctionLibrary,18,0,4,0,2,0,4,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype,AbstractCustomJavaDataType,16,8,0,0,4,3,4,1,4,1
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype,AbstractDataTypeProvider,8,35,1,1,1,9,1,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype,AbstractDataTypeAdapter,126,61,7,3,37,18,15,6,11,5
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype,IDataTypeAdapter,38,8,0,0,7,1,7,1,7,1
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype,DataTypeService,53,110,6,0,16,26,8,11,5,11
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype,AbstractCustomJavaDataTypeAdapter,4,4,0,0,1,2,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.format,MetapathFormatter,14,29,0,0,4,9,4,5,4,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.format,IPathFormatter,0,19,0,0,0,4,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.format,IPathSegment,6,4,0,0,1,1,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.resource,AbstractResourceResolver,10,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,Wildcard.MatchAnyNamespace,17,0,0,0,5,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,RelativeSlashPath,7,20,1,1,2,5,2,2,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,AbstractRootPathExpression,9,15,0,0,3,5,3,2,3,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,ModelInstance,26,48,4,2,3,16,4,6,1,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,Wildcard,58,26,9,1,7,9,8,4,3,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,RootDoubleSlashPath,5,12,0,0,1,3,1,2,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,NameTest,21,34,1,3,2,9,3,5,2,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,ContextItem,13,17,1,1,3,6,3,5,2,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,RootSlashOnlyPath,9,24,0,0,3,5,3,3,3,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,AbstractPathExpression,7,63,2,2,1,18,2,6,0,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,Axis,14,101,2,2,3,22,4,8,2,8
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,Flag,26,50,4,4,3,16,4,7,1,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,RelativeDoubleSlashPath,26,0,0,0,6,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,Wildcard.MatchAnyLocalName,17,0,0,0,5,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,INameTestExpression,2,5,0,0,1,2,1,2,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,Step,33,33,0,0,4,9,4,4,4,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,AbstractRelativePathExpression,6,28,0,0,1,9,1,5,1,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.cst.path,RootSlashPath,5,30,0,0,1,7,1,3,1,3
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IConstraint,0,3,0,0,0,1,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,DefaultConstraintValidator.Visitor,106,49,8,2,22,13,8,5,3,5
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,ValueConstraintSet,29,132,0,0,7,32,3,9,3,9
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IAllowedValuesConstraint.Extensible,0,21,0,0,0,4,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,ICardinalityConstraint.Builder,60,0,4,0,22,0,9,0,7,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IIndexConstraint.Builder,37,0,0,0,16,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,FindingCollectingConstraintValidationHandler,302,85,4,4,100,24,17,8,13,7
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IConstraint.Level,0,39,0,0,0,7,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,DefaultConstraintValidator,810,192,70,12,204,51,63,19,24,17
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,ILet,49,0,2,0,7,0,3,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IConstraint.Kind,27,0,0,0,5,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IFeatureValueConstrained,19,30,0,0,6,9,4,7,4,7
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IIndexConstraint,10,0,0,0,2,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IAllowedValue,0,7,0,0,0,1,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IExpectConstraint,5,4,0,0,1,1,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,AbstractTargetedConstraints,0,15,0,0,0,6,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IAllowedValuesConstraint.Builder,5,73,0,0,2,27,1,9,1,9
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,ISource,0,6,0,0,0,2,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IIndexHasKeyConstraint.Builder,37,0,0,0,16,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,DefaultConstraintValidator.KeyRef,21,0,0,0,8,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IIndex,176,0,22,0,39,0,20,0,9,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,AssemblyConstraintSet,54,45,0,0,15,10,3,4,3,4
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,ValidationFeature,0,15,0,0,0,4,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,ISource.SourceType,15,0,0,0,3,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,ICardinalityConstraint,9,0,0,0,2,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IUniqueConstraint.Builder,26,0,0,0,11,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,DefaultConstraintValidator.ValueStatus,62,132,7,15,11,32,6,8,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IKeyField,8,0,0,0,1,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IIndexHasKeyConstraint,10,0,0,0,2,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,AbstractConstraintValidationHandler,237,53,2,0,45,13,13,5,12,5
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IMatchesConstraint,5,4,0,0,1,1,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,ConstraintValidationFinding.Builder,32,72,4,4,6,20,6,7,2,7
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,AbstractConstraintBuilder,48,66,0,0,13,22,7,14,7,14
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,DefaultScopedContraints,0,21,0,0,0,8,0,4,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,FieldTargetedConstraints,9,0,0,0,4,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,FlagTargetedConstraints,9,0,0,0,4,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,DefaultConstraintSet,3,60,0,0,1,17,1,6,1,6
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IMatchesConstraint.Builder,17,48,2,2,4,19,4,6,2,6
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,ConstraintValidationFinding,67,39,6,0,18,13,15,4,12,4
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,AssemblyTargetedConstraints,0,37,0,0,0,9,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IFeatureModelConstrained,15,12,0,0,6,3,3,3,3,3
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IExpectConstraint.Builder,5,48,0,0,2,19,1,6,1,6
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IUniqueConstraint,9,0,0,0,2,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,AbstractKeyConstraintBuilder,27,0,0,0,8,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,IAllowedValuesConstraint,5,13,0,0,1,3,1,3,1,3
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint,LoggingConstraintValidationHandler,330,0,38,0,86,0,42,0,20,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.util,JsonUtil,271,0,19,0,64,0,26,0,16,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.util,XmlUtil,8,0,0,0,1,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.util,XmlEventUtil,395,265,78,25,101,68,64,16,18,10
Metaschema Core API,gov.nist.secauto.metaschema.core.model,XmlGroupAsBehavior,0,15,0,0,0,3,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IContainerModelSupport,2,0,0,0,1,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,INamed,20,10,2,2,6,2,6,2,5,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model,AbstractInstance,0,9,0,0,0,4,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.model,MetaschemaVersion,17,0,0,0,8,0,8,0,8,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,AbstractFlagInstance,65,0,0,0,14,0,6,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,JsonGroupAsBehavior,0,27,0,0,0,5,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IChoiceInstance,47,0,0,0,10,0,6,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IFeatureContainerModelAbsolute,36,4,0,0,6,1,6,1,6,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IFieldInstanceAbsolute,12,0,4,0,1,0,3,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IContainerModelGrouped,3,0,0,0,1,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,AbstractChoiceInstance,15,0,0,0,5,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,AbstractModuleLoader,12,89,0,6,4,20,0,6,0,3
